head,relation,tail,trigger,source,score,chapter,sentence
原理验证机,uses_method,气动力驱动,通过,trigger,0.690,第8章单-双折叠翼变体飞行器的原理验证研究,4）变体能力：原理验证机可以通过气动力驱动完成从单翼到双翼的折叠变体和从双翼到单翼的展开变体，双翼状态较单翼状态缩减一半左右翼展。
广义速度,uses_method,拟坐标,采用,trigger,0.690,第5章单-双折叠翼变体飞行器的动力学和控制研究,对于这类开环树形系统，常使用拉格朗日方程进行多刚体动力学建模，由于单-双折叠翼变体飞行器含有速度和角速度两种广义速度，应采用拟坐标的形式。
折叠翼,uses_method,气动力驱动变体,采用,trigger,0.690,第3章单-双折叠翼变体飞行器概念的发展和完善,在适应性方面，单-双折叠翼变体采用气动力驱动变体，其驱动力主要来自于机翼自身的副翼，更适用于大尺寸的大展弦比机翼。
长航时飞行器,uses_method,背负式进气道,采用,trigger,0.690,第7章单-双折叠翼变体飞行器总体设计方法研究,现有的大展弦比长航时飞行器通常采用背负式进气道设计，机身上方的进气道两侧可以安装相关机构，用于在双翼构型时固定活动机翼，其发动机和进气道的布局形式基本不受单-双折叠翼变体的影响。
连杆,connected_to,金属转轴,固连,trigger,0.680,第8章单-双折叠翼变体飞行器的原理验证研究,固定机翼和活动机翼之间的连接机构中，活动机翼和固定机翼之间的连杆为碳纤维复合材料制成，并整流为翼型形状，连杆两端固连有金属转轴，金属转轴通过一组轴承和金属底座分别固定在活动机翼和固定机翼上，每个金属转轴分别固连有一个角度传感器，用于测量自转和公转角度，在单翼模式下，连杆容纳在活动机翼下表面的U型槽中。
起降,controls,稳定性,操纵,trigger,0.680,第2章大展弦比变展长变体飞行器设计规律研究,最后再通过性能评估模块计算飞的起降特性，操纵稳定性等飞行性能。
方向舵,generates,偏航力矩,产生,trigger,0.680,第5章单-双折叠翼变体飞行器的动力学和控制研究,经ACADO计算，方向舵产生的最大偏航力矩约为25000N·m，即变体产生的最大偏航扰动力矩远低于舵面产生的最大控制力矩，变体对飞机偏航的影响在飞机操稳系统的控制范围内。
气动舵面,generates,气动力驱动,产生,trigger,0.680,第4章单-双折叠翼变体飞行器的气动特性研究,作为一种全新概念的变体飞行器，单-双折叠翼变体飞机具有单翼和双翼两种模式，通过副翼等气动舵面偏转产生的气动力驱动其在两种模式间进行切换。
阻力,improves,单翼构型,增强,trigger,0.680,第7章单-双折叠翼变体飞行器总体设计方法研究,降低单翼构型的阻力，增强飞机单翼构型的巡航性能。
副翼,located_at,线性区,处于,trigger,0.680,第9章总结与展望,单-双折叠翼变体飞行器使用副翼偏转产生的气动力驱动变体，在设计中应确保副翼的偏转处于线性区。
起降,needs,变展长变体技术,需求,trigger,0.680,第2章大展弦比变展长变体飞行器设计规律研究,对于大展弦比飞机来说，通过变体减小起降翼展，使飞机满足在航母、小型机场等有限空间起降的需求，是变展长变体技术的最主要应用背景。
气动力驱动变体,used_for,100m/s,应用于,trigger,0.680,第8章单-双折叠翼变体飞行器的原理验证研究,据此推断，如果将气动力驱动变体技术应用于速度达到100m/s的大型飞机，则在变体过程中可以承担更大的阵风。
RANS方法,uses_method,SST湍流模型,采用,trigger,0.680,第4章单-双折叠翼变体飞行器的气动特性研究,计算中使用了RANS方法，采用二阶SST湍流模型，来流马赫数为0.4，雷诺数为300万。
原理验证,uses_method,原理验证机,通过,trigger,0.680,第9章总结与展望,此外，还开展了单-双折叠翼变体的原理验证研究，通过原理验证机的变体飞行试验，充分检验了单-双折叠翼变体概念的合理性和可行性。
变体飞行器,uses_method,作动器直接驱动,采用,trigger,0.680,第3章单-双折叠翼变体飞行器概念的发展和完善,传统的变体飞行器，一般采用作动器直接驱动变体，即由作动器直接产生力和力矩驱动变体机构，但是这种驱动方式对作动器的要求较大，尤其是对于大型飞机而言，随着飞机重量、飞行速度和机翼尺寸的增加，变体所需要的力矩迅速增大，使得在飞机上安装相应的作动器变得异常困难。
长航时飞行器,uses_method,展弦比,采用,trigger,0.680,第1章绪论,提高展弦比是降低飞机诱导阻力的最直接方法，为了提高气动效率、扩大航程，高空长航时飞行器往往采用大展弦比乃至超大展弦比的设计，其展弦比普遍在20以上。
折叠翼,affects,气动力驱动变体,影响,trigger,0.670,第1章绪论,结合第4-6章的研究结果，以及飞机平面外形设计参数对单-双折叠翼变体的影响和气动力驱动变体对飞机气动舵面设计的要求，形成了单-双折叠翼变体飞行器的几何外形设计方法；
诱导阻力,affects,梢根比,影响,trigger,0.670,第7章单-双折叠翼变体飞行器总体设计方法研究,当飞机处于双翼构型时，根据本文4.2.3节中的研究，由于双翼构型的机翼升力分布本身较差，梢根比的变化对于双翼展向流动和诱导阻力的影响较小，梢根比的变化对于双翼构型下飞机的气动性能影响不大。
副翼上偏,depends_on,升力系数,取决于,trigger,0.670,第7章单-双折叠翼变体飞行器总体设计方法研究,活动机翼的副翼上偏角度取决于需要卸载的升力系数和副翼的升力线斜率。
伸缩翼,discussed_in,第1章绪论,chapter_membership,chapter,0.670,第1章绪论,现有的变展长变体方式包括变后掠、折叠翼尖、柔性桁架、充气机翼、伸缩翼等等，但这些变体方式存在着机构复杂、重量代价大、对机翼空间侵占多等缺点。
作动器直接驱动,discussed_in,第3章单-双折叠翼变体飞行器概念的发展和完善,chapter_membership,chapter,0.670,第3章单-双折叠翼变体飞行器概念的发展和完善,3.3.2气动力驱动变体与作动器直接驱动变体的比较
公转角度,discussed_in,第6章单-双折叠翼变体飞行器的结构机构设计研究,chapter_membership,chapter,0.670,第6章单-双折叠翼变体飞行器的结构机构设计研究,当活动机翼处于其他位置时，机翼攻角的改变量与连杆端部变形挠度、公转角度和连杆长度有关。
刚度,discussed_in,第6章单-双折叠翼变体飞行器的结构机构设计研究,chapter_membership,chapter,0.670,第6章单-双折叠翼变体飞行器的结构机构设计研究,其后，以“全球鹰”为原准机，对变体机构中最重要的部件一连杆的受力特性展开了计算与分析，对连杆的尺寸重量、刚度、变形及其对飞机设计的影响等展开了分析；
前后间距,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.670,第4章单-双折叠翼变体飞行器的气动特性研究,按照普朗特和芒克等人建立的早期双翼理论，二维双翼构型的主要平面参数包括：上翼的弦长和翼型、下翼的弦长和翼型、上翼相对于下翼的安装角、两个机翼的上下间距（Gap）、两个机翼前缘的前后间距（Stagger）。
副翼,discussed_in,第5章单-双折叠翼变体飞行器的动力学和控制研究,chapter_membership,chapter,0.670,第5章单-双折叠翼变体飞行器的动力学和控制研究,其中活动机翼两侧副翼的偏转角度为控制输入，活动机翼的公转角和自转角为控制输出。
升力,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究,chapter_membership,chapter,0.670,第8章单-双折叠翼变体飞行器的原理验证研究,在正常飞行过程中，验证机的所有副翼都参与原理验证机的滚转控制，内副翼也可以在起飞和着陆时承担襟翼功能，通过向下偏转来增加升力。
单-双折叠翼变体飞机,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.670,第4章单-双折叠翼变体飞行器的气动特性研究,作为一种全新概念的变体飞行器，单-双折叠翼变体飞机具有单翼和双翼两种模式，通过副翼等气动舵面偏转产生的气动力驱动其在两种模式间进行切换。
单-双折叠翼变体飞行器,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究,chapter_membership,chapter,0.670,第8章单-双折叠翼变体飞行器的原理验证研究,单-双折叠翼变体飞行器是全新的概念，本文前几章对单-双折叠翼变体飞行器的概念进行了详细论述，对其设计方法开展了讨论与分析。
单翼状态,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.670,第4章单-双折叠翼变体飞行器的气动特性研究,通过对上下机翼处于不同相对位置时机翼的升力线斜率变化情况的分析，可以看出：若将双翼的升力线斜率当做一个整体来看，上机翼和下机翼的距离越大，双翼的升力线斜率越高，当上翼位于下翼正前方，且距离较近时，双翼的升力线斜率只有单翼状态下的60%左右。
原理验证机,discussed_in,第9章总结与展望,chapter_membership,chapter,0.670,第9章总结与展望,此外，还开展了单-双折叠翼变体的原理验证研究，通过原理验证机的变体飞行试验，充分检验了单-双折叠翼变体概念的合理性和可行性。
双翼,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.670,第7章单-双折叠翼变体飞行器总体设计方法研究,对于单-双折叠翼变体飞行器来说，其飞行包线相较于常规飞行器则更为复杂，不仅需要考虑飞机在单翼和双翼两种不同构型下的飞行包线，还需要考虑飞机变体过程所对应的变体包线。
变体技术,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.670,第7章单-双折叠翼变体飞行器总体设计方法研究,分析讨论了单-双折叠翼变体的代价及其计算方法，最后，以“全球鹰”无人机为原准机，使用多学科方法，分析了单-双折叠翼变体技术应用于大展弦比飞行器的收益代价。
变体飞行器,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.670,第7章单-双折叠翼变体飞行器总体设计方法研究,除此之外，作为一架变体飞行器，如何增加变体带来的收益，减少变体付出的代价，也是变体飞行器总体设计中需要额外追求的设计目标。
变展长变体技术,discussed_in,第1章绪论,chapter_membership,chapter,0.670,第1章绪论,为此，开发出一种适用性更强的变展长变体技术，可以进一步增强大展弦比飞行器的飞行性能，扩展其适用范围。
变展长变体技术,discussed_in,第2章大展弦比变展长变体飞行器设计规律研究,chapter_membership,chapter,0.670,第2章大展弦比变展长变体飞行器设计规律研究,将变展长变体技术应用于飞行器，则意味着原有的设计约束被打破，飞机在原有的设计约束下有望获得更大的展弦比和更高的气动效率。
后掠角,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.670,第7章单-双折叠翼变体飞行器总体设计方法研究,后掠角：大展弦比长航时飞行器一般巡航在无激波产生的亚声速，没有降低激波阻力的需求，一般采用平直无后掠或近似平直的小后掠角设计。
尾翼,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究,chapter_membership,chapter,0.670,第8章单-双折叠翼变体飞行器的原理验证研究,考虑到大展弦比机翼的构型要求和单-双折叠翼的功能需求，在单翼状态下，飞机采用下单翼（双翼状态下为上下双翼）和普通尾翼的常规式气动布局，常规式气动布局结构较为简单，飞行控制系统成熟，有利于进一步改造为单-双折叠翼变体飞行器。
攻角,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.670,第7章单-双折叠翼变体飞行器总体设计方法研究,其扭转方式包括几何扭转和气动扭转两种，前者是降低翼尖的攻角，后者是降低翼尖的翼型弯度。
无量纲位置参数,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.670,第4章单-双折叠翼变体飞行器的气动特性研究,计算结果表明：当二维双翼的上机翼弦长大于下机翼，或下机翼弦长大于上机翼时，其气动性能可以近似等价于相同无量纲位置参数、上下翼弦长相等的双翼。
无量纲量,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.670,第4章单-双折叠翼变体飞行器的气动特性研究,在本文中，为了更好的讨论上下机翼的相对位置关系对双翼气动特性的影响，使用两个无量纲量（平均前后间距和平均上下间距）来重新定义上机翼和下机翼的位置关系。
机翼弯度,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.670,第4章单-双折叠翼变体飞行器的气动特性研究,因此，对上下机翼弯度不相等时双翼的气动特性也同样需要开展研究。
碳纤维,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究,chapter_membership,chapter,0.670,第8章单-双折叠翼变体飞行器的原理验证研究,原理验证机的机身长度约1m，宽度0.12m，机身顶部通过碳纤维桁架安装了一段厚翼型形状的翼台，该翼台用于在双翼构型下固定活动机翼。
诱导阻力,discussed_in,第1章绪论,chapter_membership,chapter,0.670,第1章绪论,由于高空空气稀薄，来流动压较低，为了产生足够的升力，高空飞行器的巡航升力系数较高，而诱导阻力又近似正比于升力系数的平方，因此诱导阻力在其总阻力中占比较大。
连接翼,discussed_in,第1章绪论,chapter_membership,chapter,0.670,第1章绪论,大展弦比机翼可以极大地降低飞机的诱导阻力，提高飞机的升阻比，但随着展弦比的增加，机翼变得更加细长，所需要的结构重量也随之增加，同时机翼的气动弹性等结构问题也逐渐突出，为此，人们在大展弦比平直机翼的基础上进一步开发出了连接翼布局、支撑翼布局、双/多机身布局等其他布局形式，以期望突破大展弦比飞行器发展的瓶颈，获得更佳的飞行性能。
重叠网格,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.670,第4章单-双折叠翼变体飞行器的气动特性研究,考虑到计算中所用的构型较多，采用了结构化的二维重叠网格，其中下机翼和外流场为背景网格，上机翼和周围流场为重叠网格，通过重叠网格的移动改变上机翼相对于下机翼的相对位置，其中上机翼和下机翼的前后间距在-3到3倍机翼弦长之间，上下间距在0.25到3倍机翼弦长之间。
铰链,discussed_in,第6章单-双折叠翼变体飞行器的结构机构设计研究,chapter_membership,chapter,0.670,第6章单-双折叠翼变体飞行器的结构机构设计研究,此时活动机翼根部和梢部的变形量与连杆端部变形挠度、公转角度、连杆长度以及活动机翼内侧和外侧到铰链的距离有关。
阻力系数,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.670,第4章单-双折叠翼变体飞行器的气动特性研究,需要说明的是，在计算双翼的升力和阻力系数时，参考弦长/面积按上下机翼总弦长/总面积计算。
副翼偏转角度,generates,俯仰力矩,产生,trigger,0.670,第4章单-双折叠翼变体飞行器的气动特性研究,若同时兼顾因攻角变化和副翼偏转角度变化而产生的俯仰力矩，则连杆与活动机翼的连接点可以选择45%弦长更偏前一点的位置。
副翼,improves,变体过程,增强,trigger,0.670,第7章单-双折叠翼变体飞行器总体设计方法研究,为此，在设计中应尽量降低活动机翼的气动负载，进而降低变体机构的负载，减小变体机构的重量成本和空间成本，降低活动机翼的气动负载也有利于降低对副翼的要求，增强变体过程中的操稳特性。
副翼,needs,副翼偏转,需求,trigger,0.670,第4章单-双折叠翼变体飞行器的气动特性研究,这里以NACA2412翼型为例，进一步讨论变体对于副翼的需求，以及副翼偏转产生的额外气动力和气动力矩。
阻力,needs,变体过程,需要,trigger,0.670,第4章单-双折叠翼变体飞行器的气动特性研究,除了升力和阻力，还需要关注变体过程中飞机升力中心和气动中心的变化情况，机翼弦向的压力中心和气动中心的变化情况将影响到变体过程中飞机的俯仰安定性，活动机翼展向的压力中心变化则会影响到活动机翼的自转。
双翼构型,reduces,起降,大幅降低,trigger,0.670,第8章单-双折叠翼变体飞行器的原理验证研究,多轮起降测试中，GPS和空速管测量的原理验证机在单翼构型和双翼构型下起飞距离和起飞速度表明，由于双翼构型最大升力系数相较于单翼构型有所下降，其起飞速度和起降距离相较单翼构型有小幅度的提高，但双翼构型对跑道宽度要求大幅降低，同时起降时飞机的操纵性能和防擦地性能大幅提升，相较于单翼构型仍具有较强的性能优势。
连杆,connected_to,流动分离,连接,trigger,0.660,第4章单-双折叠翼变体飞行器的气动特性研究,总的来看，连杆对于机翼升力的影响较小，对于机翼阻力的影响主要来自于连杆和机翼连接处的流动分离，在机翼外形设计中应采取一定整流手段给予消除。
双翼构型,reduces,操纵性能,大幅降低,trigger,0.660,第8章单-双折叠翼变体飞行器的原理验证研究,多轮起降测试中，GPS和空速管测量的原理验证机在单翼构型和双翼构型下起飞距离和起飞速度表明，由于双翼构型最大升力系数相较于单翼构型有所下降，其起飞速度和起降距离相较单翼构型有小幅度的提高，但双翼构型对跑道宽度要求大幅降低，同时起降时飞机的操纵性能和防擦地性能大幅提升，相较于单翼构型仍具有较强的性能优势。
折叠翼,reduces,起降,缩减,trigger,0.660,第7章单-双折叠翼变体飞行器总体设计方法研究,1）在现有大展弦比飞行器的基础上，通过单-双折叠翼变体，缩减一半起降翼展，在飞机巡航性能不变的情况下，减少对于起降场地的空间要求，增强飞机的抗风性能、过载性能和操纵性能。
上下机翼间距,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.650,第7章单-双折叠翼变体飞行器总体设计方法研究,上下机翼间距：上下机翼间距增加有助于改善飞机在双翼布局下的气动性能，但上下机翼的间距也要受到机身高度的限制。
上机翼,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.650,第7章单-双折叠翼变体飞行器总体设计方法研究,另一方面，当飞机处于双翼构型时，上机翼、下机翼和连杆组成了稳定的类似于桁架的结构，机翼的结构强度大幅度提升，其过载包线范围相对于单翼构型也大幅度扩大。
公转角度,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究,chapter_membership,chapter,0.650,第8章单-双折叠翼变体飞行器的原理验证研究,固定机翼和活动机翼之间的连接机构中，活动机翼和固定机翼之间的连杆为碳纤维复合材料制成，并整流为翼型形状，连杆两端固连有金属转轴，金属转轴通过一组轴承和金属底座分别固定在活动机翼和固定机翼上，每个金属转轴分别固连有一个角度传感器，用于测量自转和公转角度，在单翼模式下，连杆容纳在活动机翼下表面的U型槽中。
副翼面积,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.650,第7章单-双折叠翼变体飞行器总体设计方法研究,可以看出，增大活动机翼的副翼面积可以大幅扩展飞机的变体包线，当活动机翼的副翼面积占比为25%时，其变体包线的范围相较于副翼面积占比为15%时扩大了一倍左右。
单-双折叠翼变体飞行器,discussed_in,第5章单-双折叠翼变体飞行器的动力学和控制研究,chapter_membership,chapter,0.650,第5章单-双折叠翼变体飞行器的动力学和控制研究,单-双折叠翼变体飞行器使用副翼偏转产生的气动力驱动变体，动力学特性和控制规律是其设计中的核心问题之一。
双翼构型,discussed_in,第3章单-双折叠翼变体飞行器概念的发展和完善,chapter_membership,chapter,0.650,第3章单-双折叠翼变体飞行器概念的发展和完善,在从双翼构型到单翼构型的变体过程中，两个活动机翼首先与机身解除固定，随后向上向外运动，带动连杆向外旋转，直到活动机翼与固定机翼端面对接，活动机翼与固定机翼通过相应的固定锁定机构固连在一起，最终成为一架大展弦比单翼机；
固定机翼,discussed_in,第5章单-双折叠翼变体飞行器的动力学和控制研究,chapter_membership,chapter,0.650,第5章单-双折叠翼变体飞行器的动力学和控制研究,单-双折叠翼变体飞行器在变体过程中有10个自由度，其中机身、固定机翼及尾翼的飞行为6个自由度，两侧的变体各自有2个转动自由度，整个飞机构成了10自由度的开环树形多体系统。
太阳能无人机,discussed_in,第1章绪论,chapter_membership,chapter,0.650,第1章绪论,除了“全球鹰”之外，大部分高空长航时军用飞机也都采用大展弦比平直机翼，如美国U-2高空侦察机，以色列“苍鹭”系列高空侦察机，空客公司与美国陆军联合开发的“西风”太阳能无人机等。
展向流动,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.650,第4章单-双折叠翼变体飞行器的气动特性研究,机翼的展向流动将降低飞机的升力系数，并产生诱导阻力。
平直机翼,discussed_in,第1章绪论,chapter_membership,chapter,0.650,第1章绪论,大展弦比平直机翼是最常见的大展弦比布局形式，平直机翼结构简单，气动效率高，有利于高空亚声速巡航，长期以来是飞行器的主流设计方案。
普朗特,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.650,第4章单-双折叠翼变体飞行器的气动特性研究,上世纪二三十年代起，普朗特、芒克等人根据早期的薄翼理论和升力线理论，建立了一般性的双翼气动理论，发展了双翼布局的升力计算方法和诱导阻力计算方法。
最大升力系数,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.650,第7章单-双折叠翼变体飞行器总体设计方法研究,当单-双折叠翼变体飞机处于单翼构型时，其最大升力系数较高，对应的失速速度也较低，最小速度包线偏左；
最大起飞重量,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.650,第7章单-双折叠翼变体飞行器总体设计方法研究,2）在现有大展弦比飞行器的基础上，通过单-双折叠翼变体，扩展一倍巡航翼展，在飞机起降翼展不变的情况下，增大机翼的面积和展弦比，提高飞机的最大起飞重量和巡航升阻比，进而提升飞机的载荷和航程，增大机翼面积也可以提高飞机的巡航高度，扩展飞行包线。
流动分离,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.650,第4章单-双折叠翼变体飞行器的气动特性研究,当上机翼和下机翼距离过近，后失速的机翼会处在先失速的机翼产生的流动分离区内，进而使失速提前，当下机翼在前时，这种情况更容易发生；
电推杆,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究,chapter_membership,chapter,0.650,第8章单-双折叠翼变体飞行器的原理验证研究,在每个固定机翼的碳管中安装了由电推杆驱动的两个可移动碳纤维管，碳管的端部配备有锥形滑块。
翼展,discussed_in,第9章总结与展望,chapter_membership,chapter,0.650,第9章总结与展望,在现有大展弦比飞机的基础上，通过单-双折叠翼变体减小一半起降翼展；
背景网格,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.650,第4章单-双折叠翼变体飞行器的气动特性研究,考虑到计算中所用的构型较多，采用了结构化的二维重叠网格，其中下机翼和外流场为背景网格，上机翼和周围流场为重叠网格，通过重叠网格的移动改变上机翼相对于下机翼的相对位置，其中上机翼和下机翼的前后间距在-3到3倍机翼弦长之间，上下间距在0.25到3倍机翼弦长之间。
航程,discussed_in,第1章绪论,chapter_membership,chapter,0.650,第1章绪论,提高展弦比是降低飞机诱导阻力的最直接方法，为了提高气动效率、扩大航程，高空长航时飞行器往往采用大展弦比乃至超大展弦比的设计，其展弦比普遍在20以上。
舵面,discussed_in,第5章单-双折叠翼变体飞行器的动力学和控制研究,chapter_membership,chapter,0.650,第5章单-双折叠翼变体飞行器的动力学和控制研究,尾翼和尾翼舵面的设计参数相较于原准机也保持不变，由于全球鹰使用了V型尾翼，其平尾面积和垂尾面积进行了等效折算。
蒙皮,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.650,第7章单-双折叠翼变体飞行器总体设计方法研究,其二是机翼开口的蒙皮增重，根据6.3.2节中设计方案，在机翼蒙皮的开口位置，需要使用U型槽补强。
起落架,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.650,第7章单-双折叠翼变体飞行器总体设计方法研究,起落架参数：单-双折叠翼变体飞行器在起降时为单翼构型，此时机翼刚度较高，更不易发生擦地，释放了起落架设计中的相关设计约束，起落架的主轮距等设计参数相较于常规飞机可以放宽。
铰链,discussed_in,第3章单-双折叠翼变体飞行器概念的发展和完善,chapter_membership,chapter,0.650,第3章单-双折叠翼变体飞行器概念的发展和完善,活动机翼围绕连杆上的铰链旋转，连杆围绕固定机翼上的铰链旋转，变体的过程就是通过这两个旋转的配合实现的。
铰链力矩,discussed_in,第3章单-双折叠翼变体飞行器概念的发展和完善,chapter_membership,chapter,0.650,第3章单-双折叠翼变体飞行器概念的发展和完善,当副翼向上或向下偏转时，空气动力在副翼铰链处产生相反的力矩，这需要副翼作动器提供足够的铰链力矩来克服。
锁定机构,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究,chapter_membership,chapter,0.650,第8章单-双折叠翼变体飞行器的原理验证研究,固定机翼和活动机翼之间的固定锁定机构中，活动机翼和固定机翼均使用两个空心碳管作为主梁并安装在相同位置。
长航时飞行器,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.650,第7章单-双折叠翼变体飞行器总体设计方法研究,由此可以实现大展弦比长航时飞行器在航母舰载起降或小型简易跑道起降；
零升阻力系数,discussed_in,第2章大展弦比变展长变体飞行器设计规律研究,chapter_membership,chapter,0.650,第2章大展弦比变展长变体飞行器设计规律研究,对升阻比表达式进一步分析可以得到，当飞机的零升阻力系数和诱导阻力系数相同时，飞机的升阻比最大。
升力,leads_to,展向升力分布,使得,trigger,0.650,第4章单-双折叠翼变体飞行器的气动特性研究,但对于双翼而言，当机翼带有较小的梢根比时，翼根的弦长增加，翼根截面的无量纲位置参数减小，增加了因上下机翼相互干扰而损失的升力，与此同时，翼尖的弦长减小，翼尖部分的量纲位置参数增加，减少了因上下机翼相互干扰而损失的升力，进而使得机翼的展向升力分布更接近于矩形，抵消掉了减小梢根比带来的好处。
强度,satisfies,起飞,满足,trigger,0.650,第8章单-双折叠翼变体飞行器的原理验证研究,单翼和双翼模式下飞机的结构强度均满足起飞、着陆和2.5g以上过载飞行的要求。
升力,uses_method,副翼偏转,通过,trigger,0.650,第7章单-双折叠翼变体飞行器总体设计方法研究,同时，在变体过程中，全机的升力需重新分配，活动机翼的升力将通过副翼偏转卸载一部分，并转移至固定机翼，减小梢根比也有利于减少需要转移的升力，降低对于活动机翼副翼的要求；
副翼偏转,generates,阻力,产生,trigger,0.640,第6章单-双折叠翼变体飞行器的结构机构设计研究,3）在气动设计方面，可以对副翼的气动外形做专门的优化，减少副翼偏转时产生的阻力。
舵机,implements,6m,实现,trigger,0.640,第8章单-双折叠翼变体飞行器的原理验证研究,在变体飞行试验中，仅使用8个9g的微型舵机即实现了6m翼展的原理验证机大范围变体，也充分体现了气动力驱动变体的优越性。
5度,used_for,活动机翼,用于,trigger,0.640,第7章单-双折叠翼变体飞行器总体设计方法研究,仍以RQ-4A为原准机，根据4.4节中的研究结果，将活动机翼副翼最大上偏角度限制为15度，其中5度用于控制活动机翼的公转和自转，10度用于活动机翼升力的卸载，且固定机翼的副翼不进行升力补偿，结合4.4节中的计算结果，可以进一步计算得到活动机翼的副翼不同面积占比时飞机的变体包线。
双翼,uses_method,上机翼,采用,trigger,0.640,第4章单-双折叠翼变体飞行器的气动特性研究,早期的双翼通常采用上机翼正弯度，下机翼无弯度的设计，以期望上下机翼能够同步失速，进而增大飞机的最大升力系数。
变体过程,uses_method,副翼,通过,trigger,0.640,第3章单-双折叠翼变体飞行器概念的发展和完善,在正常飞行过程中，飞机的活动机翼和固定机翼均提供升力，在变体过程中，通过副翼的偏转，活动机翼的升力与自身的重力基本抵消，需要通过增加固定机翼的升力来补偿副翼偏转带来的升力损失，以保证飞行的稳定，这需要机翼的升力和副翼的舵效有足够的余量，否则可能会导致失速。
固定机翼,uses_method,攻角,通过,trigger,0.640,第7章单-双折叠翼变体飞行器总体设计方法研究,在升力重新分配过程中，若固定机翼通过增加攻角来补偿升力，则活动机翼的攻角也将同步增加，且近似认为攻角变化时固定机翼和活动机翼的升力分布不变；
多腹板式机翼,uses_method,蒙皮,通过,trigger,0.640,第6章单-双折叠翼变体飞行器的结构机构设计研究,多腹板式机翼则通过厚蒙皮来传递弯矩，受力更加分散。
机身,uses_method,碳纤维,通过,trigger,0.640,第8章单-双折叠翼变体飞行器的原理验证研究,原理验证机的机身长度约1m，宽度0.12m，机身顶部通过碳纤维桁架安装了一段厚翼型形状的翼台，该翼台用于在双翼构型下固定活动机翼。
金属转轴,uses_method,轴承,通过,trigger,0.640,第8章单-双折叠翼变体飞行器的原理验证研究,固定机翼和活动机翼之间的连接机构中，活动机翼和固定机翼之间的连杆为碳纤维复合材料制成，并整流为翼型形状，连杆两端固连有金属转轴，金属转轴通过一组轴承和金属底座分别固定在活动机翼和固定机翼上，每个金属转轴分别固连有一个角度传感器，用于测量自转和公转角度，在单翼模式下，连杆容纳在活动机翼下表面的U型槽中。
阻力,generates,偏航力矩,产生,dep,0.630,第5章单-双折叠翼变体飞行器的动力学和控制研究,在变体过程中，两侧活动机翼不对称时，不对称的阻力将会产生偏航力矩。
折叠翼,uses_method,上反角,采用,dep,0.630,第7章单-双折叠翼变体飞行器总体设计方法研究,上反角：在单翼构型下，单-双折叠翼变体飞行器为大展弦比平直机翼设计，一般不采用带有上反角的设计。
普朗特,applied_to,双翼布局,推广到,trigger,0.630,第4章单-双折叠翼变体飞行器的气动特性研究,1980年，Laitone等人将普朗特的双翼理论进一步推广到了串列双翼布局；
