head,relation,tail,trigger,source,score,chapter,sentence
过载能力,verifies,飞行包线,检验,trigger,0.720,第8章单-双折叠翼变体飞行器的原理验证研究,检验飞机的抗风、抗过载能力，检验飞机的飞行包线和变体包线。
飞行试验,verifies,单-双折叠翼变体,验证,trigger,0.720,第8章单-双折叠翼变体飞行器的原理验证研究,通过原理验证机的飞行试验，充分验证了单-双折叠翼变体概念的合理性，可行性；
上下机翼间距,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.710,第4章单-双折叠翼变体飞行器的气动特性研究,当上机翼在下机翼前方一倍弦长左右位置，上下机翼间距在1倍弦长左右时，机翼的失速攻角有小幅度提高，其余位置时机翼的失速攻角基本不变。
全球鹰,discussed_in,第2章大展弦比变展长变体飞行器设计规律研究,chapter_membership,chapter,0.710,第2章大展弦比变展长变体飞行器设计规律研究,在本章中，基于课题组自主研发的ACADO多学科总体设计平台，综合分析了大展弦比飞行器气动-重量-性能的等价关系，以“全球鹰”为原准机，讨论了大展弦比变展长变体飞行器的设计规律，得出了变展长变体技术应用于大展弦比飞行器的收益边界。
副翼,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究,chapter_membership,chapter,0.710,第8章单-双折叠翼变体飞行器的原理验证研究,每侧的固定和活动机翼都配备了2个副翼，全机共8个副翼，副翼弦长占比25%，每个副翼都由一个9克的微型舵机驱动。
升力中心,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.710,第4章单-双折叠翼变体飞行器的气动特性研究,除了升力和阻力，还需要关注变体过程中飞机升力中心和气动中心的变化情况，机翼弦向的压力中心和气动中心的变化情况将影响到变体过程中飞机的俯仰安定性，活动机翼展向的压力中心变化则会影响到活动机翼的自转。
升力系数,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.710,第4章单-双折叠翼变体飞行器的气动特性研究,综合以上讨论可以看出，双翼的最大升力系数相较于常规单翼有一定损失，当上机翼处于下机翼斜前方时，损失的最大升力系数较少，在其余位置，损失的升力系数则较多。
单-双折叠翼变体飞机,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.710,第7章单-双折叠翼变体飞行器总体设计方法研究,当单-双折叠翼变体飞机处于单翼构型时，其最大升力系数较高，对应的失速速度也较低，最小速度包线偏左；
双翼气动性能,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.710,第4章单-双折叠翼变体飞行器的气动特性研究,1）上下机翼的位置关系对双翼气动性能的影响
折叠翼,discussed_in,第1章绪论,chapter_membership,chapter,0.710,第1章绪论,现有的变展长变体方式包括变后掠、折叠翼尖、柔性桁架、充气机翼、伸缩翼等等，但这些变体方式存在着机构复杂、重量代价大、对机翼空间侵占多等缺点。
推重比,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.710,第7章单-双折叠翼变体飞行器总体设计方法研究,推重比：飞机的推重比主要受三项设计约束。
机身,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.710,第7章单-双折叠翼变体飞行器总体设计方法研究,第三阶段是飞机的初步方案设计，在概念设计的基础上，将确定飞机机翼、机身、尾翼等主要部件的平面形状和设计参数，确定飞机的主要结构和传力路径，确定飞机的重量重心和操稳特性。
气动中心,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.710,第4章单-双折叠翼变体飞行器的气动特性研究,除了升力和阻力，还需要关注变体过程中飞机升力中心和气动中心的变化情况，机翼弦向的压力中心和气动中心的变化情况将影响到变体过程中飞机的俯仰安定性，活动机翼展向的压力中心变化则会影响到活动机翼的自转。
翼尖,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.710,第7章单-双折叠翼变体飞行器总体设计方法研究,当梢根比过小时，机翼翼尖容易发生失速。
试飞,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究,chapter_membership,chapter,0.710,第8章单-双折叠翼变体飞行器的原理验证研究,为此，在前文研究内容的基础上，进一步开展了单-双折叠翼变体原理验证机的设计、研制、测试和试飞。
长航时飞行器,discussed_in,第1章绪论,chapter_membership,chapter,0.710,第1章绪论,固定翼的长航时飞行器在侦察监视、资源普查、环境监测、通信中继、救灾等军用和民用领域均发挥着重要作用，也是未来飞行器发展的重要方向之一。
飞行控制,discussed_in,第6章单-双折叠翼变体飞行器的结构机构设计研究,chapter_membership,chapter,0.710,第6章单-双折叠翼变体飞行器的结构机构设计研究,变体机构和包含变体机构的飞机结构设计，也同样与飞机的总体方案设计、气动设计、飞行控制设计等相互耦合，这些多学科的耦合作用在设计中也需要加以考虑。
折叠翼,needs,单翼状态,需求,trigger,0.710,第8章单-双折叠翼变体飞行器的原理验证研究,考虑到大展弦比机翼的构型要求和单-双折叠翼的功能需求，在单翼状态下，飞机采用下单翼（双翼状态下为上下双翼）和普通尾翼的常规式气动布局，常规式气动布局结构较为简单，飞行控制系统成熟，有利于进一步改造为单-双折叠翼变体飞行器。
阻力,uses_method,连杆,通过,trigger,0.710,第6章单-双折叠翼变体飞行器的结构机构设计研究,在变体过程中，活动机翼的阻力通过连杆传递到固定机翼，会产生弯矩和剪力，这个弯矩在连杆上始终以弯矩的形式传递。
双翼理论,applied_to,串列双翼布局,推广到,trigger,0.700,第4章单-双折叠翼变体飞行器的气动特性研究,1980年，Laitone等人将普朗特的双翼理论进一步推广到了串列双翼布局；
连杆,depends_on,下翼,取决于,trigger,0.700,第7章单-双折叠翼变体飞行器总体设计方法研究,根据上式可看出，连杆的长度取决于上下翼间距和固定机翼外露展长，与活动机翼展长和连杆位置无关。
清华大学陈海昕课题组,develops,单-双折叠翼变体飞行器,提出了,trigger,0.700,第1章绪论,为此，2015年，清华大学陈海昕课题组提出了一种新的单-双折叠翼变体飞行器的概念，这种变体飞行器具有单翼和双翼两种模式，可以有效解决大展弦比飞行器起降与巡航性能的矛盾。
上下机翼间距,improves,双翼,改善,trigger,0.700,第9章总结与展望,双翼的气动性能主要受上下机翼的相对位置影响，对于其他设计参数不敏感，在设计中将主要依靠增大上下机翼间距来改善双翼的性能。
机翼结构重量,leads_to,有效载荷,使得,trigger,0.700,第2章大展弦比变展长变体飞行器设计规律研究,但另一方面，增加展弦比会使机翼根部弯矩增加，导致机翼结构重量增加，使得飞机的有效载荷和燃油携带量降低。
固定机翼,provides,升力,提供,trigger,0.700,第3章单-双折叠翼变体飞行器概念的发展和完善,在正常飞行过程中，飞机的活动机翼和固定机翼均提供升力，在变体过程中，通过副翼的偏转，活动机翼的升力与自身的重力基本抵消，需要通过增加固定机翼的升力来补偿副翼偏转带来的升力损失，以保证飞行的稳定，这需要机翼的升力和副翼的舵效有足够的余量，否则可能会导致失速。
弦长,reduces,0.7m,缩小,trigger,0.700,第4章单-双折叠翼变体飞行器的气动特性研究,同时，在保持下机翼的弦长和翼型不变的情况下，将上机翼的弦长缩小至0.7m，重新组成了167组上翼弦长小于下翼弦长的双翼，进一步开展了数值计算。
强度,satisfies,变体过程中,满足,trigger,0.700,第6章单-双折叠翼变体飞行器的结构机构设计研究,连杆的强度需满足变体过程中受力的需求，不发生结构破坏；
推重比,satisfies,起降,满足,trigger,0.700,第7章单-双折叠翼变体飞行器总体设计方法研究,在起降阶段，飞机的推重比应满足起降距离的要求。
结构强度,satisfies,起飞,满足,trigger,0.700,第8章单-双折叠翼变体飞行器的原理验证研究,单翼和双翼模式下飞机的结构强度均满足起飞、着陆和2.5g以上过载飞行的要求。
ACADO,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.690,第7章单-双折叠翼变体飞行器总体设计方法研究,对于单-双折叠翼变体的收益代价，仍借助ACADO多学科总体设计平台开展分析，ACADO具有模块化的结构，可以将单-双折叠翼变体带来的各项代价分别计算后嵌入到原有的程序迭代中，进而综合分析变体的收益代价。
俯仰力矩,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.690,第4章单-双折叠翼变体飞行器的气动特性研究,当副翼偏转时，机翼的升力大小和升力中心位置均发生改变，进而机翼的俯仰力矩也将发生改变。
全球鹰,discussed_in,第1章绪论,chapter_membership,chapter,0.690,第1章绪论,但另一方面，大展弦比飞机在使用中也存在着诸多缺点：大展弦比飞机的翼展较大，如10吨级的“全球鹰”无人机翼展与70吨级的大型民用客机波音737相当，需要足够空间的大型跑道才能完成起降，而在军用领域和民用领域，大展弦比飞机都有在小型机场、航母、民用船舶等有限空间内起降的使用需求；
公转角度,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.690,第4章单-双折叠翼变体飞行器的气动特性研究,计算中来流马赫数为0.2，雷诺数为400万，来流攻角包括2度和6度两个工况，计算的过程中活动机翼从单翼状态匀速旋转为双翼状态，或从双翼状态匀速旋转为单翼状态，其中活动机翼绕固定机翼的公转速度为10度每秒，公转时间为15.7秒，公转角度157度。
动力学方程,discussed_in,第5章单-双折叠翼变体飞行器的动力学和控制研究,chapter_membership,chapter,0.690,第5章单-双折叠翼变体飞行器的动力学和控制研究,本章首先建立了变体的2自由度动力学方程和全机的10自由度动力学方程，并根据其动力学方程，进一步分析明确单-双折叠翼变体的动力学特性，讨论和研究单-双折叠翼变体的控制策略；
升力,discussed_in,第6章单-双折叠翼变体飞行器的结构机构设计研究,chapter_membership,chapter,0.690,第6章单-双折叠翼变体飞行器的结构机构设计研究,在常规的飞行器设计中，飞机最主要的受力是升力、重力和两者产生的机翼弯矩。
升力变化,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.690,第4章单-双折叠翼变体飞行器的气动特性研究,通过对单翼和双翼计算结果的比较，还可以进一步分析变体前后的升力变化。
单翼状态,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究,chapter_membership,chapter,0.690,第8章单-双折叠翼变体飞行器的原理验证研究,1）翼展和展弦比：单-双折叠翼变体主要应用于大展弦比长航时飞行器，因此原理验证机应具备较高的翼展和展弦比，并综合考虑试飞条件，单翼状态下设计翼展为6m左右，展弦比为20左右。
压力分布,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.690,第4章单-双折叠翼变体飞行器的气动特性研究,对于三维机翼来说，除机翼弦向的压力分布和流动特性以外，还需要关注机翼展向的升力分布和流动特性。
双翼状态,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究,chapter_membership,chapter,0.690,第8章单-双折叠翼变体飞行器的原理验证研究,4）变体能力：原理验证机可以通过气动力驱动完成从单翼到双翼的折叠变体和从双翼到单翼的展开变体，双翼状态较单翼状态缩减一半左右翼展。
变体飞行器,discussed_in,第2章大展弦比变展长变体飞行器设计规律研究,chapter_membership,chapter,0.690,第2章大展弦比变展长变体飞行器设计规律研究,为此，也需要明确变体技术的收益代价边界，以便对变展长变体飞行器的设计和应用提供明确指导。
固定机翼,discussed_in,第6章单-双折叠翼变体飞行器的结构机构设计研究,chapter_membership,chapter,0.690,第6章单-双折叠翼变体飞行器的结构机构设计研究,在变体过程中，活动机翼的升力和重力大部分相互抵消，未抵消掉的部分通过连杆传递给固定机翼。
失速攻角,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.690,第4章单-双折叠翼变体飞行器的气动特性研究,对于一个二维翼型而言，其升力曲线包括三个主要参数：升力线斜率、零升攻角、最大升力系数和其对应的失速攻角。
平均弦长,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.690,第4章单-双折叠翼变体飞行器的气动特性研究,对于双翼来说，其展弦比的定义也存在一定分歧，本文将双翼视作为展弦比相同的两块机翼，将展弦比定义为总面积除以两倍平均弦长的平方，也等于翼展平方除以两倍总面积。
弦长,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究,chapter_membership,chapter,0.690,第8章单-双折叠翼变体飞行器的原理验证研究,原理验证机在单翼状态下为下单翼布局，机翼为翼展6m的平直机翼，由2段固定机翼和2段活动机翼构成，每段长度1.47m，机翼弦长0.3m，使用Boeing106翼型，单翼状态下展弦比为20，机翼面积1.8平方米。
气动力驱动变体,discussed_in,第9章总结与展望,chapter_membership,chapter,0.690,第9章总结与展望,面对大展弦比飞行器对起降场地要求高，抗风能力差的问题，发展和完善了气动力驱动的单-双折叠翼变体的新概念，在具备50%变展长能力的同时，气动力驱动变体的方式极大降低了变体所需要付出的各方面代价，在多个方面优于现有的变展长变体飞行器。
翼展,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究,chapter_membership,chapter,0.690,第8章单-双折叠翼变体飞行器的原理验证研究,1）翼展和展弦比：单-双折叠翼变体主要应用于大展弦比长航时飞行器，因此原理验证机应具备较高的翼展和展弦比，并综合考虑试飞条件，单翼状态下设计翼展为6m左右，展弦比为20左右。
连杆,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究,chapter_membership,chapter,0.690,第8章单-双折叠翼变体飞行器的原理验证研究,原理验证机在双翼状态下为上下双翼式布局，根据第4章和第7章中的研究结论，双翼状态上下翼间距取1倍机翼平均弦长（0.3m），活动机翼（上翼）和固定机翼（下翼）间连杆长度为0.8m，连杆与活动机翼连接点位于活动机翼中心处，连杆与固定机翼连接点位于距离固定机翼外侧0.05m处。
连杆,discussed_in,第9章总结与展望,chapter_membership,chapter,0.690,第9章总结与展望,副翼偏转将会产生较大的俯仰力矩，在设计中应将连杆布置在副翼偏转所产生的额外气动力中心附近。
阻力,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.690,第7章单-双折叠翼变体飞行器总体设计方法研究,当来流动压过高或来流马赫数过高时，活动机翼的阻力、弯矩和扭矩等过大，影响变体机构和机翼结构的安全；
机翼,connected_to,流动分离,连接,trigger,0.690,第4章单-双折叠翼变体飞行器的气动特性研究,总的来看，连杆对于机翼升力的影响较小，对于机翼阻力的影响主要来自于连杆和机翼连接处的流动分离，在机翼外形设计中应采取一定整流手段给予消除。
5度,controls,活动机翼,控制,trigger,0.690,第7章单-双折叠翼变体飞行器总体设计方法研究,仍以RQ-4A为原准机，根据4.4节中的研究结果，将活动机翼副翼最大上偏角度限制为15度，其中5度用于控制活动机翼的公转和自转，10度用于活动机翼升力的卸载，且固定机翼的副翼不进行升力补偿，结合4.4节中的计算结果，可以进一步计算得到活动机翼的副翼不同面积占比时飞机的变体包线。
差动偏转,controls,机翼,控制,trigger,0.690,第5章单-双折叠翼变体飞行器的动力学和控制研究,从控制方程中不难发现，两侧副翼的共同上偏或下偏可以控制机翼的公转，同时两侧副翼的差动偏转可以控制机翼的自转。
副翼偏转,generates,俯仰力矩变化,产生,trigger,0.690,第4章单-双折叠翼变体飞行器的气动特性研究,同时，因攻角变化而产生的俯仰力矩变化远小于因副翼偏转所产生的俯仰力矩变化，因此在设计中应更多考虑副翼偏转对于机翼俯仰力矩的影响。
副翼偏转,generates,额外俯仰力矩,产生,trigger,0.690,第4章单-双折叠翼变体飞行器的气动特性研究,除此之外，对于单-双折叠翼变体飞行器来说，还需关注变体过程中因副翼偏转所产生的额外俯仰力矩。
升力系数,generates,诱导阻力,产生,trigger,0.690,第4章单-双折叠翼变体飞行器的气动特性研究,机翼的展向流动将降低飞机的升力系数，并产生诱导阻力。
微型舵机,implements,6m,实现,trigger,0.690,第8章单-双折叠翼变体飞行器的原理验证研究,在变体飞行试验中，仅使用8个9g的微型舵机即实现了6m翼展的原理验证机大范围变体，也充分体现了气动力驱动变体的优越性。
单-双折叠翼变体,reduces,机翼,缩小,trigger,0.690,第3章单-双折叠翼变体飞行器概念的发展和完善,单-双折叠翼变体可以缩小机翼的一半展长，不弱于目前所有的主流变展长变体方案；
连杆,satisfies,单-双折叠翼变体飞行器,满足,trigger,0.690,第6章单-双折叠翼变体飞行器的结构机构设计研究,总的来看，1%全机重量的连杆可以满足单-双折叠翼变体飞行器使用的需求，但也对飞机的平面外形设计、气动设计、飞行控制设计等提出了新的设计约束，在飞机设计中应着重加以考量。
XB-70,uses_method,三角翼,采用,trigger,0.690,第1章绪论,折叠翼尖的典型代表是1964年首飞的XB-70轰炸机，XB-70采用了大三角翼的设计，其翼尖与主机翼之间以铰链连接，在高速飞行时XB-70的翼尖可以向下折叠，一方面破坏掉部分升力，有利于超声速配平，另一方面也起到垂直安定面的作用。
原理验证机,uses_method,气动力驱动,通过,trigger,0.690,第8章单-双折叠翼变体飞行器的原理验证研究,4）变体能力：原理验证机可以通过气动力驱动完成从单翼到双翼的折叠变体和从双翼到单翼的展开变体，双翼状态较单翼状态缩减一半左右翼展。
广义速度,uses_method,拟坐标,采用,trigger,0.690,第5章单-双折叠翼变体飞行器的动力学和控制研究,对于这类开环树形系统，常使用拉格朗日方程进行多刚体动力学建模，由于单-双折叠翼变体飞行器含有速度和角速度两种广义速度，应采用拟坐标的形式。
长航时飞行器,uses_method,背负式进气道,采用,trigger,0.690,第7章单-双折叠翼变体飞行器总体设计方法研究,现有的大展弦比长航时飞行器通常采用背负式进气道设计，机身上方的进气道两侧可以安装相关机构，用于在双翼构型时固定活动机翼，其发动机和进气道的布局形式基本不受单-双折叠翼变体的影响。
连杆,connected_to,金属转轴,固连,trigger,0.680,第8章单-双折叠翼变体飞行器的原理验证研究,固定机翼和活动机翼之间的连接机构中，活动机翼和固定机翼之间的连杆为碳纤维复合材料制成，并整流为翼型形状，连杆两端固连有金属转轴，金属转轴通过一组轴承和金属底座分别固定在活动机翼和固定机翼上，每个金属转轴分别固连有一个角度传感器，用于测量自转和公转角度，在单翼模式下，连杆容纳在活动机翼下表面的U型槽中。
起降,controls,稳定性,操纵,trigger,0.680,第2章大展弦比变展长变体飞行器设计规律研究,最后再通过性能评估模块计算飞的起降特性，操纵稳定性等飞行性能。
单-双折叠翼变体飞行器,develops,变体,发展和完善,trigger,0.680,第3章单-双折叠翼变体飞行器概念的发展和完善,相较于原始的单-双折叠翼变体飞行器概念，在本文的发展和完善中，变体的机构将进一步简化，变体的控制方式、驱动方式和应用场景也得到了进一步明确。
方向舵,generates,偏航力矩,产生,trigger,0.680,第5章单-双折叠翼变体飞行器的动力学和控制研究,经ACADO计算，方向舵产生的最大偏航力矩约为25000N·m，即变体产生的最大偏航扰动力矩远低于舵面产生的最大控制力矩，变体对飞机偏航的影响在飞机操稳系统的控制范围内。
气动舵面,generates,气动力驱动,产生,trigger,0.680,第4章单-双折叠翼变体飞行器的气动特性研究,作为一种全新概念的变体飞行器，单-双折叠翼变体飞机具有单翼和双翼两种模式，通过副翼等气动舵面偏转产生的气动力驱动其在两种模式间进行切换。
阻力,improves,单翼构型,增强,trigger,0.680,第7章单-双折叠翼变体飞行器总体设计方法研究,降低单翼构型的阻力，增强飞机单翼构型的巡航性能。
副翼,located_at,线性区,处于,trigger,0.680,第9章总结与展望,单-双折叠翼变体飞行器使用副翼偏转产生的气动力驱动变体，在设计中应确保副翼的偏转处于线性区。
起降,needs,变展长变体技术,需求,trigger,0.680,第2章大展弦比变展长变体飞行器设计规律研究,对于大展弦比飞机来说，通过变体减小起降翼展，使飞机满足在航母、小型机场等有限空间起降的需求，是变展长变体技术的最主要应用背景。
气动力驱动变体,used_for,100m/s,应用于,trigger,0.680,第8章单-双折叠翼变体飞行器的原理验证研究,据此推断，如果将气动力驱动变体技术应用于速度达到100m/s的大型飞机，则在变体过程中可以承担更大的阵风。
RANS方法,uses_method,SST湍流模型,采用,trigger,0.680,第4章单-双折叠翼变体飞行器的气动特性研究,计算中使用了RANS方法，采用二阶SST湍流模型，来流马赫数为0.4，雷诺数为300万。
原理验证,uses_method,原理验证机,通过,trigger,0.680,第9章总结与展望,此外，还开展了单-双折叠翼变体的原理验证研究，通过原理验证机的变体飞行试验，充分检验了单-双折叠翼变体概念的合理性和可行性。
变体飞行器,uses_method,作动器直接驱动,采用,trigger,0.680,第3章单-双折叠翼变体飞行器概念的发展和完善,传统的变体飞行器，一般采用作动器直接驱动变体，即由作动器直接产生力和力矩驱动变体机构，但是这种驱动方式对作动器的要求较大，尤其是对于大型飞机而言，随着飞机重量、飞行速度和机翼尺寸的增加，变体所需要的力矩迅速增大，使得在飞机上安装相应的作动器变得异常困难。
长航时飞行器,uses_method,展弦比,采用,trigger,0.680,第1章绪论,提高展弦比是降低飞机诱导阻力的最直接方法，为了提高气动效率、扩大航程，高空长航时飞行器往往采用大展弦比乃至超大展弦比的设计，其展弦比普遍在20以上。
诱导阻力,affects,梢根比,影响,trigger,0.670,第7章单-双折叠翼变体飞行器总体设计方法研究,当飞机处于双翼构型时，根据本文4.2.3节中的研究，由于双翼构型的机翼升力分布本身较差，梢根比的变化对于双翼展向流动和诱导阻力的影响较小，梢根比的变化对于双翼构型下飞机的气动性能影响不大。
变体过程中,controls,机翼,控制,trigger,0.670,第7章单-双折叠翼变体飞行器总体设计方法研究,本章还开展了单-双折叠翼变体飞机的舵面设计研究，在单-双折叠翼变体的副翼设计中，需首先明确变体包线的需求，再根据变体过程中的控制方式、机翼的平面参数进一步确定副翼的设计参数，一般来说，15-20%面积占比的活动机翼副翼可以满足变体的需求。
副翼上偏,depends_on,升力系数,取决于,trigger,0.670,第7章单-双折叠翼变体飞行器总体设计方法研究,活动机翼的副翼上偏角度取决于需要卸载的升力系数和副翼的升力线斜率。
CFD计算,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.670,第4章单-双折叠翼变体飞行器的气动特性研究,来流马赫数为0.4，高度为3km，其他计算参数设置与上一节中二维CFD计算保持相同。
上下间距,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.670,第4章单-双折叠翼变体飞行器的气动特性研究,按照普朗特和芒克等人建立的早期双翼理论，二维双翼构型的主要平面参数包括：上翼的弦长和翼型、下翼的弦长和翼型、上翼相对于下翼的安装角、两个机翼的上下间距（Gap）、两个机翼前缘的前后间距（Stagger）。
上翼,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.670,第4章单-双折叠翼变体飞行器的气动特性研究,按照普朗特和芒克等人建立的早期双翼理论，二维双翼构型的主要平面参数包括：上翼的弦长和翼型、下翼的弦长和翼型、上翼相对于下翼的安装角、两个机翼的上下间距（Gap）、两个机翼前缘的前后间距（Stagger）。
二维双翼,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.670,第4章单-双折叠翼变体飞行器的气动特性研究,按照普朗特和芒克等人建立的早期双翼理论，二维双翼构型的主要平面参数包括：上翼的弦长和翼型、下翼的弦长和翼型、上翼相对于下翼的安装角、两个机翼的上下间距（Gap）、两个机翼前缘的前后间距（Stagger）。
伸缩翼,discussed_in,第1章绪论,chapter_membership,chapter,0.670,第1章绪论,现有的变展长变体方式包括变后掠、折叠翼尖、柔性桁架、充气机翼、伸缩翼等等，但这些变体方式存在着机构复杂、重量代价大、对机翼空间侵占多等缺点。
作动器直接驱动,discussed_in,第3章单-双折叠翼变体飞行器概念的发展和完善,chapter_membership,chapter,0.670,第3章单-双折叠翼变体飞行器概念的发展和完善,3.3.2气动力驱动变体与作动器直接驱动变体的比较
公转角度,discussed_in,第6章单-双折叠翼变体飞行器的结构机构设计研究,chapter_membership,chapter,0.670,第6章单-双折叠翼变体飞行器的结构机构设计研究,当活动机翼处于其他位置时，机翼攻角的改变量与连杆端部变形挠度、公转角度和连杆长度有关。
内侧端面,discussed_in,第6章单-双折叠翼变体飞行器的结构机构设计研究,chapter_membership,chapter,0.670,第6章单-双折叠翼变体飞行器的结构机构设计研究,则在变体过程中，攻角的总改变量以及活动机翼内侧端面和外侧端面的向后总变形量可以分别计算得出。
刚度,discussed_in,第6章单-双折叠翼变体飞行器的结构机构设计研究,chapter_membership,chapter,0.670,第6章单-双折叠翼变体飞行器的结构机构设计研究,其后，以“全球鹰”为原准机，对变体机构中最重要的部件一连杆的受力特性展开了计算与分析，对连杆的尺寸重量、刚度、变形及其对飞机设计的影响等展开了分析；
单-双折叠翼变体飞机,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.670,第4章单-双折叠翼变体飞行器的气动特性研究,作为一种全新概念的变体飞行器，单-双折叠翼变体飞机具有单翼和双翼两种模式，通过副翼等气动舵面偏转产生的气动力驱动其在两种模式间进行切换。
单-双折叠翼变体飞行器,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究,chapter_membership,chapter,0.670,第8章单-双折叠翼变体飞行器的原理验证研究,单-双折叠翼变体飞行器是全新的概念，本文前几章对单-双折叠翼变体飞行器的概念进行了详细论述，对其设计方法开展了讨论与分析。
单翼状态,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.670,第4章单-双折叠翼变体飞行器的气动特性研究,通过对上下机翼处于不同相对位置时机翼的升力线斜率变化情况的分析，可以看出：若将双翼的升力线斜率当做一个整体来看，上机翼和下机翼的距离越大，双翼的升力线斜率越高，当上翼位于下翼正前方，且距离较近时，双翼的升力线斜率只有单翼状态下的60%左右。
原理验证机,discussed_in,第9章总结与展望,chapter_membership,chapter,0.670,第9章总结与展望,此外，还开展了单-双折叠翼变体的原理验证研究，通过原理验证机的变体飞行试验，充分检验了单-双折叠翼变体概念的合理性和可行性。
双翼,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.670,第7章单-双折叠翼变体飞行器总体设计方法研究,对于单-双折叠翼变体飞行器来说，其飞行包线相较于常规飞行器则更为复杂，不仅需要考虑飞机在单翼和双翼两种不同构型下的飞行包线，还需要考虑飞机变体过程所对应的变体包线。
变体飞行器,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.670,第7章单-双折叠翼变体飞行器总体设计方法研究,除此之外，作为一架变体飞行器，如何增加变体带来的收益，减少变体付出的代价，也是变体飞行器总体设计中需要额外追求的设计目标。
变展长变体技术,discussed_in,第1章绪论,chapter_membership,chapter,0.670,第1章绪论,为此，开发出一种适用性更强的变展长变体技术，可以进一步增强大展弦比飞行器的飞行性能，扩展其适用范围。
变展长变体技术,discussed_in,第2章大展弦比变展长变体飞行器设计规律研究,chapter_membership,chapter,0.670,第2章大展弦比变展长变体飞行器设计规律研究,将变展长变体技术应用于飞行器，则意味着原有的设计约束被打破，飞机在原有的设计约束下有望获得更大的展弦比和更高的气动效率。
后掠角,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.670,第7章单-双折叠翼变体飞行器总体设计方法研究,后掠角：大展弦比长航时飞行器一般巡航在无激波产生的亚声速，没有降低激波阻力的需求，一般采用平直无后掠或近似平直的小后掠角设计。
定常计算,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.670,第4章单-双折叠翼变体飞行器的气动特性研究,计算使用URANS方法和SST湍流模型，时间步长为0.005秒，每个时间步长内迭代次数为20步，在进行非定常计算前，在初始构型下首先进行了2000步的定常计算，以获得稳定的初始流场。
尾翼,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究,chapter_membership,chapter,0.670,第8章单-双折叠翼变体飞行器的原理验证研究,考虑到大展弦比机翼的构型要求和单-双折叠翼的功能需求，在单翼状态下，飞机采用下单翼（双翼状态下为上下双翼）和普通尾翼的常规式气动布局，常规式气动布局结构较为简单，飞行控制系统成熟，有利于进一步改造为单-双折叠翼变体飞行器。
展弦比,discussed_in,第9章总结与展望,chapter_membership,chapter,0.670,第9章总结与展望,面对大展弦比飞行器对起降场地要求高，抗风能力差的问题，发展和完善了气动力驱动的单-双折叠翼变体的新概念，在具备50%变展长能力的同时，气动力驱动变体的方式极大降低了变体所需要付出的各方面代价，在多个方面优于现有的变展长变体飞行器。
